6.931471805599468405e-01,5.893840310093449997e-01,5.857181423838295764e-01,5.853167005112561716e-01,5.853047675956187801e-01,5.853045608617450934e-01,5.853045439160687868e-01,5.853045435178145794e-01,5.853045435038510824e-01,5.853045435035810762e-01,5.853045435035777455e-01,5.853045435035778565e-01,5.853045435035777455e-01,5.853045435035776345e-01,5.853045435035777455e-01
6.931471805599468405e-01,5.918796484795534329e-01,5.854130241435185900e-01,5.853056746153986190e-01,5.853045548023021460e-01,5.853045440060860027e-01,5.853045437746664525e-01,5.853045437573077825e-01,5.853045437550645769e-01,5.853045437550642438e-01,5.853045437550641328e-01,5.853045437550640218e-01,5.853045437550640218e-01,5.853045437550637997e-01,5.853045437550640218e-01
6.931471805599468405e-01,5.918796484795534329e-01,5.854130241435185900e-01,5.854105892951430024e-01,5.854083236602319884e-01,5.854062137921789422e-01,5.854042473663754187e-01,5.854024130170788487e-01,5.854007003048826707e-01,5.853990995831878097e-01,5.853976020028912597e-01,5.853961994395877610e-01,5.853948844128833429e-01,5.853936499735341581e-01,5.853924898075567596e-01
6.931471805599468405e-01,5.953781803295562502e-01,5.853582313121844516e-01,5.853047169115945803e-01,5.853045446059050860e-01,5.853045436404398227e-01,5.853045435073208624e-01,5.853045435036665634e-01,5.853045435035815203e-01,5.853045435035779676e-01,5.853045435035780786e-01,5.853045435035778565e-01,5.853045435035779676e-01,5.853045435035778565e-01,5.853045435035776345e-01
6.931471805599468405e-01,5.918796484795534329e-01,5.854130241435185900e-01,5.853056746153986190e-01,5.853045448365028491e-01,5.853045441211341959e-01,5.853045438759092445e-01,5.853045437520865146e-01,5.853045437492755410e-01,5.853045437486901204e-01,5.853045437484984959e-01,5.853045437484483138e-01,5.853045437484162283e-01,5.853045437483956892e-01,5.853045437483751501e-01
6.931471805599468405e-01,5.918796484795534329e-01,5.854130241435185900e-01,5.854105892951430024e-01,5.854083236602319884e-01,5.854062137921789422e-01,5.854042473663754187e-01,5.854024130170788487e-01,5.854007003048826707e-01,5.853990995831878097e-01,5.853976020028912597e-01,5.853961994395877610e-01,5.853948844128833429e-01,5.853936499735341581e-01,5.853924898075567596e-01
6.931471805599468405e-01,1.030750648340580833e+00,8.786119188538495939e-01,6.586871123743831546e-01,7.424754462645376529e-01,6.230565297451045037e-01,6.056565257772559274e-01,5.940992958070632213e-01,6.971356055059869661e-01,6.345089245918595910e-01,6.138072608379917527e-01,6.231642923805763568e-01,6.020459908295652252e-01,6.632159800160150054e-01,6.234997312532792879e-01
6.931471805599468405e-01,6.335169062840509957e-01,5.997634535888706209e-01,5.868935942735229450e-01,5.853459941661818267e-01,5.853066004767493169e-01,5.853045459950272367e-01,5.853045438649960852e-01,5.853045437610581159e-01,5.853045437610578938e-01,5.853045437610578938e-01,5.853045437610576718e-01,5.853045437610577828e-01,5.853045437610577828e-01,5.853045437610574497e-01
6.931471805599468405e-01,7.198806012514517016e-01,6.184656274272692933e-01,5.875763426232366582e-01,5.875408685153901134e-01,5.875076510070693647e-01,5.874765119106508671e-01,5.874472869252123086e-01,5.874198251905804469e-01,5.873939869572936123e-01,5.873696444918502513e-01,5.873466806837878140e-01,5.873249871989437709e-01,5.873044641887025241e-01,5.872850202393279373e-01
6.931471805599468405e-01,5.882739521513062897e-01,5.856399244240745317e-01,5.853054440395527580e-01,5.853046846174529971e-01,5.853045529171567729e-01,5.853045445782009137e-01,5.853045435323914747e-01,5.853045435041410727e-01,5.853045435036018374e-01,5.853902378552172658e-01,5.853046175061454859e-01,5.853045519180297696e-01,5.853045435711103917e-01,5.853045435115415973e-01
