2.999550817546690062e-01,1.209998899381167226e-01,5.065992316023975456e-02,7.143472633665253618e-03,1.021935347543178121e-03,3.380928060988056135e-04,1.284463740565067363e-05,3.252317376849405598e-06,8.580729053319400984e-07,3.883004610806054495e-08,1.848780228909716200e-08,1.498702199247662361e-09,3.769040104352795377e-10,4.228732823819676992e-11,2.374050665901440779e-11
2.999550817546690062e-01,1.878049028486823147e-01,1.588775497357208452e-02,9.978271517606649745e-04,2.758288341359152766e-04,1.417304025651602772e-05,1.039157915948164332e-05,1.005195916150906177e-05,1.000724207180323321e-05,1.000724007112481017e-05,1.000723807049298240e-05,1.000723606980692928e-05,1.000723406914316837e-05,1.000723206848380696e-05,1.000723006780115213e-05
2.999550817546690062e-01,1.878049028486823147e-01,1.588775497357208452e-02,1.532290157068309094e-02,1.478378778958483984e-02,1.426941379886584316e-02,1.377882773049527061e-02,1.331110764093661712e-02,1.286537139800415265e-02,1.244075647174101504e-02,1.203643858615484688e-02,1.165163058504762629e-02,1.128556827224955379e-02,1.093749239607792398e-02,1.060669214090573763e-02
2.999550817546690062e-01,5.815434573238935367e-02,7.788471729159260684e-03,7.549593730161795017e-04,5.857389313695099664e-05,3.141479557224537860e-05,1.273327762952064254e-06,1.972563986538770006e-07,1.150964846971243904e-07,1.470873384428451110e-08,8.913371979499391878e-09,8.061125517793322169e-09,7.081521262458313359e-09,1.824466985830789517e-09,1.105492342504299599e-09
2.999550817546690062e-01,1.878049028486823147e-01,1.588775497357208452e-02,9.978271517606649745e-04,5.466785472942341153e-05,1.589504694614322068e-05,1.233242214623646994e-05,1.007043398068451378e-05,1.001317468453423149e-05,1.000120827400866367e-05,9.997290257952832975e-06,9.996263440196303965e-06,9.995606310997775037e-06,9.995185762121386864e-06,9.994765234790638651e-06
2.999550817546690062e-01,1.878049028486823147e-01,1.588775497357208452e-02,1.532290157068309094e-02,1.478378778958483984e-02,1.426941379886584316e-02,1.377882773049527061e-02,1.331110764093661712e-02,1.286537139800415265e-02,1.244075647174101504e-02,1.203643858615484688e-02,1.165163058504762629e-02,1.128556827224955379e-02,1.093749239607792398e-02,1.060669214090573763e-02
2.999550817546690062e-01,1.626866632989023342e+00,1.109499908485492181e+00,3.828508711676737453e-01,9.773686521855649012e-01,1.806021145173322406e-01,3.414289173840698299e-01,5.392989359534940130e-02,7.297198462788907491e-01,1.447084443689537481e-01,3.339318679773969345e-01,4.716503146482590725e-01,1.426735132726214828e-01,7.294994570108684906e-01,1.321556935609102257e-01
2.999550817546690062e-01,2.722886484565926746e-01,2.816317075935665937e-01,6.610716086068690878e-02,4.576819296237947567e-03,3.004485325989032524e-03,1.232932385494139871e-04,1.200696093414768140e-05,1.012835477614819068e-05,1.012835275281161427e-05,1.012835072950221746e-05,1.012834870616662869e-05,1.012834668284570545e-05,1.012834465951707251e-05,1.012834263618502434e-05
2.999550817546690062e-01,9.742249490545983326e-01,3.711533010651100195e-01,6.055248260674338939e-02,5.857865396862410590e-02,5.670043171637612067e-02,5.491403299162211232e-02,5.321578507083064846e-02,5.160215611035035704e-02,5.006967077653228654e-02,4.861501219179434341e-02,4.723500508966780448e-02,4.592652804108390135e-02,4.468652174493813883e-02,4.351206393457302674e-02
2.999550817546690062e-01,3.517155682154001622e-02,1.135226623235673429e-02,2.270335863806590120e-03,2.360128981838697712e-04,2.585681860415092737e-04,6.560014354004109526e-05,3.723655498248215548e-06,1.082559597592424896e-06,4.011790933977398202e-07,5.121396072607383061e-03,3.429844375581482508e-04,2.146541616635550421e-04,1.244838093446703171e-05,3.200757452891131756e-06
